"EntityId","Labels","Domain","SourceFile"
"device_tracker.chromecast_2","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.chromecast_ultra","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.classic","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.dns320","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.ee_34_12_e0_64_4e","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.forrad","Area: FÃ¶rrÃ¥d; SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.galaxy_a71","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.garmin_fenix_7_pro_4375d09e03d2","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"device_tracker.google_home_mini","Media/TTS; SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.logitech_harmony_hub","Harmony; SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.herberts_dator","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.laptop_664qq6s0","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.louise_dator","Area: Louise rum; SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.louises_a52s","Area: Louise rum; SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.louises_a54","Area: Louise rum; SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\group\group.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\person.yaml"
"device_tracker.mikaels_a52s","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\group\group.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\person.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.mobil_annelie_5g","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.mobil_erik","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\group\group.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\person.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.mobil_herbert","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\person.yaml"
"device_tracker.mobil_herbert_2","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\person.yaml"
"device_tracker.mobil_margareta","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\person.yaml"
"device_tracker.raspberry_pi_3b_lux","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\alerts\devices_offline.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml"
"device_tracker.raspberry_pi_b_1_wire","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\alerts\devices_offline.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml"
"device_tracker.reolink_kamera_10_rlc_1224a","Reolink; SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"device_tracker.reolink_kamera_5_rlc_1224a","Reolink; SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"device_tracker.reolink_kamera_6_rlc_1224a","Reolink; SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"device_tracker.reolink_kamera_8_rlc_1224a","Reolink; SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"device_tracker.reolink_kamera_9_rlc_1240a","Reolink; SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"device_tracker.samsung","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.seeskwjcpc8g3","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.seeskwjcpc8g3_2","SpÃ¥rning","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_system_info.yaml"
"device_tracker.volvo","LED; SpÃ¥rning; Volvo","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"device_tracker.volvo_v60_plats","SpÃ¥rning; Volvo","device_tracker","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"fan.ventilation","FlÃ¤kt; LED","fan","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"fan.yaml","FlÃ¤kt; LED","fan","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\fan.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"input_boolean.alarm_ventilation","Helper; LED","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_system.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-climate.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-simple.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-ventilation.yaml"
"input_boolean.automation_enabled","Helper; LED","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"input_boolean.awaylight_on","Helper; Ljusstyrka","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\helpers\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\ljusstyrka_thresholds.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.badrum_reading_missing_alarm","Area: Badrum; Helper; LED","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automation.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-simple.yaml"
"input_boolean.camera_light_control","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\working_at_home.yaml"
"input_boolean.christmas_light","Helper; Jul","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\extra\tests\test_generate_ui_dashboards.py | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\helpers\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\light_groups_seasonal.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\scenes.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\README.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml"
"input_boolean.daylight_on","Helper; Ljusstyrka","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\helpers\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\ljusstyrka_thresholds.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml"
"input_boolean.example","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\extra\AUTOMATION_TEMPLATE.md"
"input_boolean.forrad_reading_missing_alarm","Area: FÃ¶rrÃ¥d; Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automation.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml"
"input_boolean.forrad_varme_auto","Area: FÃ¶rrÃ¥d; Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\extra\tests\test_generate_ui_dashboards.py | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\climate\forrad.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-climate.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-simple.yaml"
"input_boolean.frigate_temp_presence","Frigate; Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\frigate\frigate_temp_presence.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.friggebod_reading_missing_alarm","Area: Friggebod; Helper; LED","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automation.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-simple.yaml"
"input_boolean.friggebod_varme_auto","Area: Friggebod; Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\climate\friggebod.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-climate.yaml"
"input_boolean.frys_reading_missing_alarm","Helper; LED","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automation.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-simple.yaml"
"input_boolean.garage_reading_missing_alarm","Area: Garage; Helper; LED","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automation.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-simple.yaml"
"input_boolean.guest_mode","Helper; LED","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"input_boolean.hall_reading_missing_alarm","Area: Hall; Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automation.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml"
"input_boolean.high_humidity_bathroom_away","Helper; Luftfuktighet","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_system.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-climate.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-ventilation.yaml"
"input_boolean.high_temp_franluft","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_system.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-ventilation.yaml"
"input_boolean.high_temp_tilluft","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_system.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-ventilation.yaml"
"input_boolean.inside_pause_day_window_transition","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\helpers\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.kitchen_light_on","Helper; Ljusstyrka","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\kitchen.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\kitchen.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\ljusstyrka_thresholds.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.kyl_reading_missing_alarm","Helper; LED","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automation.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-simple.yaml"
"input_boolean.lights_auto_badrum","Area: Badrum; Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\bathroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.lights_auto_fasad","Area: Ute; Fasad; Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\facade.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.lights_auto_halltak","Area: Hall; Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\hall.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.lights_auto_inne","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.lights_auto_kok","Area: KÃ¶k; Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\kitchen.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.lights_auto_spabad","Helper; Spabad","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\spabad.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.lights_auto_tradgard","Helper; TrÃ¤dgÃ¥rd","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\garden.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.lights_auto_uterum","Area: Ute; Area: Uterum; Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\outdoor_room.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.low_temp_franluft","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_system.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-ventilation.yaml"
"input_boolean.low_temp_tilluft","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_system.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-ventilation.yaml"
"input_boolean.morning_light_on","Helper; Ljusstyrka","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\helpers\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\kitchen.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\kitchen.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\ljusstyrka_thresholds.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.turn_off","Frigate; Helper; Ljusstyrka","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\frigate\frigate_temp_presence.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\ljusstyrka_thresholds.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_tuning.yaml"
"input_boolean.turn_on","Frigate; Helper; Ljusstyrka","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\extra\tests\test_generate_ui_dashboards.py | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\frigate\frigate_temp_presence.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\ljusstyrka_thresholds.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_system.yaml"
"input_boolean.tv_light_mode","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"input_boolean.tvattstuga_reading_missing_alarm","Area: TvÃ¤ttstuga; Helper; Media/TTS","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automation.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml"
"input_boolean.ute_friggebod_reading_missing_alarm","Area: Friggebod; Area: Ute; Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automation.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml"
"input_boolean.vacation_mode","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\extra\tests\test_generate_ui_dashboards.py"
"input_boolean.vardagsrum_reading_missing_alarm","Area: Vardagsrum; Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automation.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml"
"input_boolean.varmepump_reading_missing_alarm","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automation.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml"
"input_boolean.ventilation_auto_tuning_auto_apply","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_tuning.yaml"
"input_boolean.ventilation_auto_tuning_enabled","Helper; LED","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_tuning.yaml"
"input_boolean.working_at_home","Helper","input_boolean","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\working_at_home.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml"
"input_select.example","Helper","input_select","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\extra\AUTOMATION_TEMPLATE.md"
