"EntityId","Labels","Domain","SourceFile"
"person.annelie","LED; Person","person","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\person.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml"
"person.erik","LED; Person","person","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"person.herbert","LED; Person","person","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\person.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"person.louise","Area: Louise rum; LED; Person","person","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\person.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml"
"person.margareta","LED; Person","person","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\person.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"person.micke","LED; Person","person","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\person.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml"
"person.yaml","LED; Person","person","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\group\group.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"script.andreas_room_off","Area: Andreas rum; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.away_daylights_default_off","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.away_lights_christmas_off","Jul; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.away_lights_christmas_on","Jul; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.away_lights_default_on","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.away_lights_on","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.badrumsbelysning_dag","Area: Badrum; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\extra\tests\test_generate_ui_dashboards.py"
"script.bathroom_light_","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\bathroom.yaml"
"script.bathroom_light_day","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\extra\tests\test_generate_ui_dashboards.py | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\bathroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.bathroom_light_day_presence","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\bathroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.bathroom_light_night_presence","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\bathroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.bathroom_light_off","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\bathroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.bathroom_set_correct_mode","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\LIGHTS_PACKAGES_STRATEGY_REPORT.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\bathroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\restore_all.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.bedroom_off","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.button_daylight","LED; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-simple.yaml"
"script.button_goodnight","LED; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-simple.yaml"
"script.christmas_lights_on","Jul; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml"
"script.cleaning_lights_on","LED; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-simple.yaml"
"script.daylights_","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml"
"script.daylights_christmas_on","Jul; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.daylights_default_on","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.daylights_on","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.eveninglights_christmas_on","Jul; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.eveninglights_default_on","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.eveninglights_on","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.facade_set_correct_mode","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\LIGHTS_PACKAGES_STRATEGY_REPORT.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\facade.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\restore_all.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.fan_forced","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_system.yaml"
"script.fan_normal","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_system.yaml"
"script.fasadbelysning_","Area: Ute; Fasad; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\facade.yaml"
"script.fasadbelysning_max","Area: Ute; Fasad; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\facade.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.fasadbelysning_night","Area: Ute; Fasad; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\facade.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\godnatt.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.fasadbelysning_off","Area: Ute; Fasad; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\facade.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.fasadbelysning_on","Area: Ute; Fasad; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\facade.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.flash_light","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\working_at_home.yaml"
"script.garden_set_correct_mode","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\LIGHTS_PACKAGES_STRATEGY_REPORT.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\garden.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\helpers\garden.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\restore_all.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.godnatt","LED; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"script.goodnight","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.goodnight_10_min","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.goodnight_all","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\media\google.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\godnatt.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.goodnight_all_10_min","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.goodnight_all_tv_10_min","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.hall_light_on","Area: Hall; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\extra\tests\test_generate_ui_dashboards.py"
"script.hall_set_correct_mode","Area: Hall; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\LIGHTS_PACKAGES_STRATEGY_REPORT.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\hall.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\restore_all.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.hall_taklampor_1_procent","Area: Hall; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\hall.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.hall_taklampor_10_procent","Area: Hall; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\hall.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.hall_taklampor_100_procent","Area: Hall; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\hall.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.hall_taklampor_50_procent","Area: Hall; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\hall.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.hall_taklampor_off","Area: Hall; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\hall.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.harmony_chromecast","Harmony; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\media\harmony_hub.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.harmony_chromecast_ultra","Harmony; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\media\harmony_hub.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.harmony_chromecast_ultra_listen","Harmony; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\media\harmony_hub.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.harmony_off","Harmony; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.harmony_radio","Harmony; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\media\harmony_hub.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.harmony_spotify","Harmony; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\media\harmony_hub.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.harmony_tv","Harmony; LED; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\media\harmony_hub.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"script.inside_apply_current_scene","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.inside_lights_off","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\godnatt.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.inside_set_correct_mode","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\LIGHTS_PACKAGES_STRATEGY_REPORT.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\restore_all.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.kitchen_light_","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\kitchen.yaml"
"script.kitchen_light_100","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\kitchen.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.kitchen_light_25","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\kitchen.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.kitchen_light_50","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\kitchen.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.kitchen_light_off","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\kitchen.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\godnatt.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.kitchen_set_correct_mode","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\LIGHTS_PACKAGES_STRATEGY_REPORT.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\helpers\kitchen.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\kitchen.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\restore_all.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.kitchen_set_correct_mode.","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\kitchen.yaml"
"script.lights_set_correct_modes","LED; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\automations.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\LIGHTS_PACKAGES_STRATEGY_REPORT.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-grouped.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-simple.yaml"
"script.local_script","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\extra\tests\test_generate_ui_dashboards.py"
"script.louise_room_off","Area: Louise rum; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.morning_lights_christmas_off","Jul; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.morning_lights_christmas_on","Jul; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.morning_lights_default_off","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.morning_lights_default_on","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.morning_lights_on","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.night_light","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.night_light_christmas_off","Jul; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.night_light_christmas_on","Jul; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.night_light_default_off","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.night_light_default_on","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.outdoor_room_light_off","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\outdoor_room.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.outdoor_room_light_on","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\outdoor_room.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.outside_light_off","Script; Spabad","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\spabad.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\godnatt.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.outside_light_on","Script; Spabad","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\spabad.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.py","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\.venv\Lib\site-packages\pip\_internal\operations\install\wheel.py | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py"
"script.pyw","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py"
"script.read","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\.venv\Lib\site-packages\pip\_internal\operations\install\wheel.py"
"script.readline","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\.venv\Lib\site-packages\pip\_internal\operations\install\wheel.py"
"script.regenerate_ui_dashboards","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\ui_generator.yaml"
"script.spa_light_on","Script; Spabad","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\spabad.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"script.spabad_set_correct_mode","Script; Spabad","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\LIGHTS_PACKAGES_STRATEGY_REPORT.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\helpers\spabad.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\restore_all.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\spabad.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.tcl","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\.venv\Lib\site-packages\pygments\lexers\_mapping.py | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\.venv\Lib\site-packages\pygments\lexers\tcl.py"
"script.tradgards_belysning_off","Script; TrÃ¤dgÃ¥rd","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\garden.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\godnatt.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.tradgards_belysning_on","Script; TrÃ¤dgÃ¥rd","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\garden.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.turn_on","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\restore_all.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml"
"script.tv_light_look_at_tv","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.tv_light_max","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.tv_light_normal","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.tv_light_off","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.uterum_set_correct_mode","Area: Uterum; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\LIGHTS_PACKAGES_STRATEGY_REPORT.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\outdoor_room.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\restore_all.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.ventilation_tuning_apply_recommended","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_tuning.yaml"
"script.ventilation_tuning_reset_defaults","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-climate.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-ventilation.yaml"
"script.ventilation_turn_off_loop","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_system.yaml"
"script.ventilation_turn_on_loop","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\ventilation\ventilation_system.yaml"
"script.wiim_play_p3","Harmony; Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\media\harmony_hub.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\wiim\wiim.yaml"
"script.window_lights_on","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\docs\SYSTEM_OVERVIEW.md | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml"
"script.write","Script","script","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\.venv\Lib\site-packages\pip\_internal\operations\install\wheel.py"
"sensor.acpitz_0_temperature","Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.acpitz_1_temperature","Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.andreas","Area: Andreas rum; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
